Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
ZX64745,California,M,College,792313.66%,0.0,113.0,1/0/00,Personal Auto,SUV,1124.427734,WO94087,Arizona,F,Bachelor,636195.40%,0.0,87.0,1/0/00,417.6,Corporate Auto,Four-Door Car,SA54664,Washington,2654.380994,Master,M,73196,66,1,Personal Auto,85.809817,Four-Door Car
FL34139,California,M,High School or Below,368811.09%,0.0,63.0,1/3/00,Personal Auto,Four-Door Car,669.682001,YJ69332,Oregon,F,High School or Below,650339.70%,22081.0,84.0,1/0/00,451.670309,Personal Auto,Two-Door Car,TW12556,Oregon,4428.031583,High School or Below,F,58577,110,0,Personal Auto,303.872752,SUV
TS11219,California,M,College,1206745.60%,0.0,116.0,1/0/00,Personal Auto,SUV,1284.093173,WX87964,Washington,M,High School or Below,493519.00%,29560.0,62.0,1/0/00,297.6,Personal Auto,Four-Door Car,TC88451,Nevada,5738.277584,High School or Below,F,88055,71,0,Personal Auto,337.727542,Four-Door Car
XX12304,California,F,College,292497.67%,64459.0,72.0,1/0/00,Personal Auto,Four-Door Car,240.259479,PD32641,Oregon,M,College,578522.35%,31320.0,72.0,1/0/00,293.86579,Personal Auto,Four-Door Car,BL93659,California,5815.049178,Bachelor,M,0,80,0,Personal Auto,384.0,Four-Door Car
SD64087,California,M,College,1501409.27%,32961.0,190.0,1/0/00,Corporate Auto,SUV,912.0,CK39096,Oregon,M,High School or Below,561968.91%,0.0,153.0,1/0/00,1027.000029,Personal Auto,SUV,SI20178,California,4425.905071,High School or Below,M,80892,110,0,Personal Auto,528.0,SUV
OY38576,Oregon,F,High School or Below,927723.38%,71416.0,116.0,1/0/00,Corporate Auto,SUV,556.8,QV19964,Oregon,M,Doctor,259928.96%,33947.0,66.0,1/1/00,192.213037,Personal Auto,Four-Door Car,KC50464,Arizona,2574.020376,Master,F,34990,65,0,Corporate Auto,42.689135,Four-Door Car
BG76355,WA,F,Bachelor,627412.39%,68964.0,78.0,1/0/00,Personal Auto,Four-Door Car,115.086827,BF72793,California,F,High School or Below,673297.09%,0.0,62.0,1/0/00,446.4,Personal Auto,Two-Door Car,HG64216,California,2832.513487,College,M,37124,72,0,Personal Auto,430.518791,Two-Door Car
IP66913,Cali,M,High School or Below,388664.74%,78108.0,98.0,1/0/00,Personal Auto,Two-Door Car,470.4,WB12017,California,F,College,1832186.65%,21189.0,66.0,1/0/00,316.8,Personal Auto,Two-Door Car,XM91056,California,4876.315707,High School or Below,F,22236,62,0,Personal Auto,409.425049,Two-Door Car
LE95702,Cali,M,College,438627.76%,10621.0,67.0,1/0/00,Special Auto,Four-Door Car,321.6,JO17193,Washington,M,Bachelors,230069.15%,25905.0,63.0,1/0/00,302.4,Personal Auto,Four-Door Car,KN13494,Washington,5181.620895,Master,F,97131,64,0,Personal Auto,307.2,Four-Door Car
KX54357,WA,M,College,1136526.77%,84910.0,95.0,1/0/00,Corporate Auto,Two-Door Car,383.167471,AY84441,Oregon,M,High School or Below,400285.76%,0.0,114.0,1/0/00,820.8,Personal Auto,SUV,OC47565,Oregon,5947.215835,College,F,67760,74,0,Special Auto,465.278453,Four-Door Car
EZ78112,Cali,Femal,High School or Below,561096.43%,77493.0,70.0,1/0/00,Special Auto,Four-Door Car,307.963291,JQ65500,Oregon,F,Bachelor,862099.74%,44988.0,108.0,1/0/00,518.4,Corporate Auto,Two-Door Car,HH14259,Arizona,2563.863345,Bachelor,F,0,69,0,Personal Auto,97.691104,Four-Door Car
XN16891,Arizona,M,College,291289.20%,81097.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,OI29521,Oregon,F,College,1038898.60%,33432.0,90.0,1/0/00,161.423101,Corporate Auto,Two-Door Car,QF66741,Nevada,15144.40954,College,M,0,62,1,Personal Auto,307.649586,Two-Door Car
XK31350,Oregon,Femal,College,691572.99%,96610.0,85.0,1/0/00,Corporate Auto,Four-Door Car,520.364752,MJ51323,Oregon,F,Bachelor,842717.25%,46503.0,215.0,1/1/00,1032.0,Personal Auto,Luxury SUV,LY46898,California,5558.304507,High School or Below,M,37473,70,0,Corporate Auto,336.0,Four-Door Car
CC30924,Oregon,M,College,626266.33%,30110.0,159.0,1/0/00,Corporate Auto,Sports Car,466.436375,QI64880,California,M,Bachelor,700727.42%,0.0,101.0,1/0/00,973.787176,Corporate Auto,SUV,MK73855,Washington,8109.364607,High School or Below,F,32314,68,0,Personal Auto,326.4,Four-Door Car
IT78748,Oregon,Femal,High School or Below,650339.70%,22081.0,84.0,1/0/00,Special Auto,Two-Door Car,451.670309,HV93429,Oregon,F,Master,517657.91%,23636.0,65.0,1/0/00,81.452537,Personal Auto,Four-Door Car,HU82227,Arizona,15638.57599,College,M,49214,102,3,Corporate Auto,371.322406,Four-Door Car
KY33386,WA,Femal,High School or Below,800739.94%,0.0,112.0,1/0/00,Personal Auto,Sports Car,537.6,TA89713,Oregon,M,College,538949.95%,66429.0,136.0,1/0/00,57.712985,Personal Auto,Sports Car,FF75737,Oregon,8334.317162,High School or Below,F,49851,69,1,Personal Auto,331.2,Four-Door Car
CO44221,Cali,M,College,292991.65%,98473.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,OB98149,Washington,F,College,470000.75%,11417.0,63.0,1/0/00,302.4,Personal Auto,Two-Door Car,KJ50265,Washington,10418.31143,High School or Below,M,27951,91,0,Personal Auto,436.8,Four-Door Car
LK60013,Oregon,Femal,Bachelor,596955.30%,97431.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,LE65901,Oregon,F,Bachelor,443494.14%,58082.0,112.0,1/1/00,103.022126,Personal Auto,SUV,OQ82364,Nevada,6846.150323,Bachelor,F,0,95,0,Corporate Auto,456.0,Two-Door Car
DE21533,Cali,M,Bachelor,547315.99%,93870.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,FF68864,Arizona,F,Bachelor,1401052.74%,36523.0,71.0,1/0/00,101.353875,Personal Auto,Four-Door Car,SO47345,Arizona,9403.875138,Master,F,56410,117,0,Personal Auto,523.99823,SUV
YS94121,Nevada,M,High School or Below,564539.67%,50366.0,72.0,1/0/00,Personal Auto,Four-Door Car,428.734656,YX99200,Nevada,M,Bachelor,1235005.82%,54710.0,103.0,1/0/00,294.058449,Personal Auto,Two-Door Car,JN51592,Arizona,16985.49688,Bachelor,F,22497,212,0,Special Auto,1017.6,Luxury Car
UK68427,WA,M,High School or Below,636926.24%,34498.0,83.0,1/0/00,Personal Auto,Two-Door Car,398.4,LZ26801,California,F,High School or Below,816157.69%,73466.0,102.0,1/1/00,204.74051,Personal Auto,SUV,FH36069,Arizona,21101.21422,College,F,61347,106,0,Personal Auto,604.237801,SUV
TE49565,Oregon,Femal,College,1183376.73%,16552.0,103.0,1/0/00,Personal Auto,SUV,494.4,TA66375,Oregon,F,Bachelor,1100913.05%,51643.0,283.0,1/0/00,1358.4,Corporate Auto,Luxury Car,ZW32080,Nevada,2914.955295,Bachelor,F,37803,74,0,Personal Auto,355.2,Four-Door Car
RA88421,Oregon,Femal,College,612110.79%,26787.0,77.0,1/0/00,Personal Auto,Four-Door Car,369.6,SC92090,Arizona,M,College,871704.98%,83846.0,74.0,1/3/00,355.2,Personal Auto,Four-Door Car,ZH98656,Nevada,8593.866533,Master,F,91276,105,0,Personal Auto,504.0,SUV
KQ51983,Nevada,M,College,515936.97%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,831.752839,TK40018,Oregon,M,High School or Below,591746.66%,0.0,169.0,1/0/00,1207.084251,Personal Auto,SUV,GZ31904,Oregon,6861.745956,College,M,30816,87,0,Personal Auto,237.57033,Two-Door Car
CD88896,Nevada,Femal,High School or Below,251459.20%,43860.0,65.0,1/0/00,Corporate Auto,Four-Door Car,156.124914,ZD63451,California,M,Bachelor,250366.04%,53338.0,63.0,1/1/00,35.45384,Personal Auto,Four-Door Car,PN47493,Oregon,2680.900678,College,F,41968,67,0,Corporate Auto,183.207703,Four-Door Car
WU14435,Cali,M,Bachelor,496096.54%,18174.0,66.0,1/0/00,Corporate Auto,Four-Door Car,395.934815,DT35588,Oregon,M,College,433038.60%,60475.0,107.0,1/0/00,513.6,Personal Auto,Four-Door Car,IG80173,California,2863.312165,Master,F,36706,71,0,Personal Auto,435.606086,Four-Door Car
XV84099,Arizona,Femal,Bachelor,550413.90%,0.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.4,VF87723,California,M,College,1048774.33%,30658.0,89.0,1/0/00,441.757585,Personal Auto,Four-Door Car,JG76775,Washington,30061.69259,High School or Below,M,48258,249,0,Personal Auto,1195.2,Luxury Car
RI24911,Arizona,Male,College,750745.54%,60920.0,64.0,1/0/00,Personal Auto,Two-Door Car,231.201886,QP69826,Arizona,M,Bachelor,356750.38%,0.0,102.0,1/0/00,660.430456,Corporate Auto,SUV,JR82641,Arizona,10682.7619,Master,M,52965,134,3,Personal Auto,83.815183,SUV
KO26461,Arizona,Male,High School or Below,3226985.14%,41520.0,90.0,1/0/00,Personal Auto,Four-Door Car,289.904105,UW37050,Oregon,F,Bachelor,1989642.23%,60420.0,248.0,1/0/00,632.944366,Personal Auto,Luxury SUV,NW41789,Oregon,2746.90319,Bachelor,M,0,84,0,Personal Auto,604.8,Four-Door Car
HI14283,Oregon,Femal,Bachelor,565703.16%,0.0,152.0,1/0/00,Personal Auto,SUV,729.6,UH62254,Oregon,M,Bachelor,2142363.72%,0.0,65.0,1/0/00,312.0,Personal Auto,Two-Door Car,VG74039,Oregon,2388.949198,Bachelor,F,0,65,0,Personal Auto,455.644704,Four-Door Car
PT50227,Arizona,Male,High School or Below,506175.79%,0.0,68.0,1/0/00,Personal Auto,Two-Door Car,326.4,IA15979,Washington,M,College,694832.59%,40598.0,91.0,1/0/00,302.791402,Personal Auto,Four-Door Car,DV27428,Oregon,13776.74135,High School or Below,M,62634,116,0,Personal Auto,122.017931,SUV
BH36570,Cali,Male,Bachelor,591278.38%,72208.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4,DB71122,California,F,Doctor,351583.19%,15144.0,90.0,1/0/00,372.652536,Personal Auto,Four-Door Car,AN57220,Oregon,17263.64048,Bachelor,F,96917,61,0,Special Auto,71.942176,Four-Door Car
TX17484,Cali,Femal,Bachelor,1518227.98%,53863.0,63.0,1/0/00,Personal Auto,Four-Door Car,105.765111,TM14491,California,M,Bachelor,1203662.05%,44428.0,104.0,1/0/00,499.2,Personal Auto,SUV,VD62056,Arizona,4669.22664,High School or Below,F,76157,116,0,Personal Auto,556.8,Two-Door Car
CT41158,WA,Male,College,1074703.09%,66446.0,136.0,1/0/00,Corporate Auto,SUV,639.464548,OY94707,California,M,College,360979.83%,58297.0,97.0,1/5/00,647.039443,Special Auto,Four-Door Car,AH92481,California,4673.196379,College,F,53219,117,0,Corporate Auto,561.6,SUV
AO87348,WA,Male,College,205062.35%,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,LN55080,Oregon,F,Bachelor,1773246.49%,42191.0,74.0,1/1/00,68.647736,Special Auto,Two-Door Car,LX97765,Arizona,4347.591949,College,F,81412,109,0,Personal Auto,344.294164,Two-Door Car
DE55857,WA,Femal,Bachelor,246544.49%,64997.0,63.0,1/1/00,Personal Auto,Four-Door Car,383.442328,TZ47750,Nevada,M,Master,850985.09%,26057.0,74.0,1/0/00,523.888845,Personal Auto,Four-Door Car,JP82211,California,33873.18123,College,F,59744,105,0,Personal Auto,476.486416,SUV
LF66923,Nevada,Femal,High School or Below,534312.13%,64460.0,66.0,1/0/00,Corporate Auto,Two-Door Car,316.8,SJ74501,Arizona,F,Bachelor,586642.43%,26608.0,73.0,1/0/00,234.234301,Personal Auto,Two-Door Car,SI88726,California,9100.787395,College,F,38898,117,0,Corporate Auto,561.6,SUV
CN24514,Arizona,Femal,College,811982.91%,46618.0,67.0,1/0/00,Personal Auto,Four-Door Car,99.085943,LE26899,California,M,Doctor,482550.09%,0.0,63.0,1/0/00,272.843439,Personal Auto,Four-Door Car,MG46007,California,6358.251692,High School or Below,M,0,94,2,Personal Auto,17.938979,Four-Door Car
UW32074,Oregon,Femal,College,460526.52%,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2,ML34366,California,M,College,538949.95%,66429.0,136.0,1/0/00,57.712985,Personal Auto,Sports Car,GL69461,Oregon,2628.468543,College,F,99961,66,2,Personal Auto,316.8,Four-Door Car
HP36979,Cali,Male,College,640878.56%,49988.0,84.0,1/5/00,Personal Auto,Two-Door Car,566.935022,EI45850,California,F,Bachelor,777800.56%,25970.0,72.0,1/3/00,430.818992,Personal Auto,Four-Door Car,RA63927,Oregon,7193.101159,High School or Below,M,30886,91,0,Personal Auto,103.424766,Two-Door Car
PP40919,Cali,Femal,College,237653.35%,0.0,91.0,1/5/00,Personal Auto,Two-Door Car,436.8,LD75023,Oregon,M,High School or Below,2634608.58%,48268.0,223.0,1/0/00,1605.6,Personal Auto,Luxury SUV,UE76013,Washington,5039.869278,Master,F,35984,128,3,Personal Auto,275.577631,SUV
RO73268,Cali,M,Bachelor,321107.00%,16269.0,86.0,1/0/00,Corporate Auto,Two-Door Car,412.8,JW12998,California,F,High School or Below,1486645.12%,24279.0,126.0,1/0/00,604.8,Personal Auto,Sports Car,RI35792,Nevada,3962.825542,College,F,0,125,4,Personal Auto,539.5622,SUV
HO61691,Arizona,F,Bachelor,509452.23%,72006.0,64.0,1/0/00,Personal Auto,Four-Door Car,307.2,LP47259,Arizona,M,High School or Below,832423.27%,0.0,121.0,1/0/00,871.2,Corporate Auto,Sports Car,WL63802,California,6425.709981,High School or Below,M,0,181,0,Personal Auto,1303.2,Luxury Car
BS13062,Arizona,F,High School or Below,2575527.82%,0.0,81.0,1/2/00,Personal Auto,Four-Door Car,388.8,XD21246,Oregon,F,High School or Below,923830.60%,0.0,128.0,1/0/00,921.6,Personal Auto,SUV,KZ29413,Oregon,15672.69696,Master,M,0,139,0,Personal Auto,667.2,SUV
FO35655,Oregon,M,Bachelor,867222.97%,0.0,245.0,1/0/00,Corporate Auto,Luxury SUV,2345.413441,DW59142,Nevada,F,High School or Below,2269329.08%,71879.0,64.0,1/0/00,9.163065,Corporate Auto,Two-Door Car,SN23932,Arizona,3237.996209,Master,M,60244,83,3,Personal Auto,326.281835,Four-Door Car
HR10526,Cali,M,Master,804473.07%,44320.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,KX54900,Arizona,M,Doctor,623601.86%,57760.0,78.0,1/0/00,223.950089,Special Auto,Four-Door Car,YW26148,California,12992.27561,High School or Below,F,0,72,0,Personal Auto,518.4,Four-Door Car
IA63417,Arizona,F,High School or Below,400151.91%,19782.0,108.0,1/0/00,Personal Auto,Two-Door Car,773.470977,XV83643,California,M,College,501218.48%,20976.0,129.0,1/1/00,735.683769,Personal Auto,Sports Car,LS51818,California,22217.96796,College,F,37553,187,0,Personal Auto,897.6,Luxury Car
BH35016,Nevada,F,Bachelor,1670611.70%,63933.0,70.0,1/0/00,Personal Auto,Two-Door Car,424.883448,XY33610,Washington,M,College,1569553.94%,97750.0,65.0,1/0/00,303.002922,Personal Auto,Four-Door Car,ZG47195,Nevada,4931.258363,College,M,0,73,0,Personal Auto,525.6,Four-Door Car
PK52952,Arizona,M,Doctor,854441.11%,28224.0,109.0,1/0/00,Personal Auto,SUV,523.2,GK48045,Washington,F,College,821460.24%,73245.0,68.0,1/0/00,305.121363,Personal Auto,Four-Door Car,No50634,Oregon,4330.38602,College,M,60475,107,0,Personal Auto,513.6,Four-Door Car
OD76309,WA,F,College,780531.29%,21073.0,106.0,1/1/00,Personal Auto,SUV,508.8,ET79528,California,M,College,311898.11%,23008.0,79.0,1/1/00,80.663097,Personal Auto,Four-Door Car,GC42314,Arizona,8296.176276,Doctor,M,0,111,0,Personal Auto,672.91665,SUV
IL28481,Oregon,M,Bachelor,611275.69%,63243.0,77.0,1/0/00,Personal Auto,Four-Door Car,364.240307,RA66180,Washington,F,High School or Below,276403.21%,33837.0,72.0,1/4/00,305.575785,Corporate Auto,Two-Door Car,SD77009,California,8334.359986,College,M,0,136,2,Personal Auto,979.2,SUV
GY55092,Nevada,M,High School or Below,477294.38%,20993.0,133.0,1/0/00,Personal Auto,SUV,638.4,BC66536,Arizona,F,High School or Below,688368.66%,84869.0,85.0,1/0/00,408.0,Corporate Auto,Four-Door Car,OW85480,California,5348.071007,Master,M,25545,69,0,Personal Auto,331.2,Four-Door Car
UF33451,Oregon,F,Bachelor,1097909.56%,94827.0,135.0,1/0/00,Personal Auto,SUV,354.729129,PN22481,Oregon,M,College,221591.29%,0.0,66.0,1/0/00,316.8,Corporate Auto,Two-Door Car,SW93780,Arizona,2398.740007,Master,M,24182,66,0,Personal Auto,316.8,Four-Door Car
JM62924,WA,M,Bachelor,1322304.38%,37534.0,84.0,1/2/00,Personal Auto,Four-Door Car,403.2,IF38438,Arizona,F,High School or Below,2152294.75%,44695.0,79.0,1/2/00,81.166323,Personal Auto,Two-Door Car,CK74127,Arizona,4155.946211,Bachelor,M,0,62,0,Corporate Auto,446.4,Four-Door Car
EM66435,Oregon,F,Bachelor,262331.54%,80210.0,65.0,1/0/00,Corporate Auto,Four-Door Car,20.543176,ZC62609,Oregon,F,High School or Below,276169.17%,0.0,77.0,1/0/00,554.4,Personal Auto,Four-Door Car,KM52241,Arizona,8430.059143,High School or Below,F,0,74,0,Personal Auto,47.502366,Four-Door Car
QX45933,Cali,M,Bachelor,1784019.56%,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,385.115437,FD64348,Oregon,M,High School or Below,2256361.84%,23046.0,65.0,1/3/00,1.687291,Personal Auto,Two-Door Car,PE66545,Oregon,2545.518369,Bachelor,M,29250,64,0,Personal Auto,308.240792,Two-Door Car
JI71369,Cali,F,College,510611.18%,30110.0,64.0,1/0/00,Personal Auto,Four-Door Car,140.165035,TA58285,Oregon,M,High School or Below,528591.83%,0.0,73.0,1/0/00,392.951076,Personal Auto,Two-Door Car,GG70928,California,5004.583872,Master,F,33566,63,1,Personal Auto,205.043307,Four-Door Car
JU93290,Arizona,F,College,1793060.45%,21708.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4,WV66165,Oregon,F,High School or Below,3506264.80%,84811.0,111.0,1/0/00,278.284943,Personal Auto,SUV,GI36262,Washington,2899.702858,College,F,65247,72,0,Corporate Auto,381.238176,Four-Door Car
GU66096,Arizona,M,High School or Below,545734.26%,94731.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,YE27183,Oregon,M,Bachelor,591319.90%,0.0,91.0,1/0/00,436.8,Corporate Auto,Four-Door Car,MH85165,California,6767.806751,High School or Below,M,39650,86,0,Personal Auto,922.335972,Four-Door Car
UC33108,Cali,M,Bachelor,656364.41%,32375.0,83.0,1/0/00,Personal Auto,Four-Door Car,398.4,TI47802,California,F,Master,259339.87%,0.0,69.0,1/0/00,331.2,Personal Auto,Two-Door Car,AM26717,California,3123.080994,Bachelor,M,0,101,4,Personal Auto,960.115399,SUV
LW93867,Oregon,M,College,481252.52%,16531.0,63.0,1/0/00,Corporate Auto,Four-Door Car,102.879769,ZZ44902,Arizona,M,High School or Below,1269267.09%,40117.0,108.0,1/0/00,750.082794,Personal Auto,Two-Door Car,CV90092,Oregon,8184.691323,College,M,82680,68,0,Corporate Auto,326.4,Four-Door Car
OU78470,Arizona,F,Master,2932804.19%,32006.0,94.0,1/0/00,Corporate Auto,Four-Door Car,56.868289,JD73594,Oregon,M,Bachelor,330911.97%,72140.0,87.0,1/2/00,417.6,Personal Auto,Four-Door Car,CL70684,California,7636.279594,High School or Below,M,0,111,0,Corporate Auto,799.2,Two-Door Car
XW90265,Arizona,F,Bachelor,577352.07%,81676.0,72.0,1/0/00,Personal Auto,Two-Door Car,463.158502,VW82067,Washington,F,Master,518162.09%,97131.0,6464.0,1/0/00,307.2,Personal Auto,Four-Door Car,GK13851,Oregon,9227.567263,College,M,0,129,0,Personal Auto,619.2,SUV
HS67749,Cali,M,College,684711.89%,71038.0,86.0,1/0/00,Corporate Auto,Four-Door Car,205.444066,JS55721,California,M,College,241393.06%,12495.0,65.0,1/0/00,312.0,Personal Auto,Four-Door Car,TQ73726,Oregon,7587.337272,Bachelor,M,0,69,0,Personal Auto,460.741097,Two-Door Car
VZ51506,Arizona,F,High School or Below,359531.29%,0.0,103.0,1/0/00,Corporate Auto,Sports Car,741.6,ZB62469,California,M,High School or Below,216168.55%,0.0,67.0,1/2/00,482.4,Corporate Auto,Two-Door Car,RW65977,Arizona,2191.133237,College,M,0,61,1,Special Auto,439.2,Four-Door Car
UI64281,Nevada,F,Master,2285561.21%,20832.0,65.0,1/0/00,Personal Auto,Two-Door Car,56.371967,HZ74609,Oregon,F,Bachelor,552798.89%,0.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,EY74093,Nevada,5004.135361,High School or Below,M,86834,64,0,Corporate Auto,0.099007,Four-Door Car
AE98193,WA,M,High School or Below,785941.46%,0.0,113.0,1/0/00,Personal Auto,SUV,813.6,TJ76363,Arizona,F,Doctor,1062921.79%,36495.0,133.0,1/1/00,229.930796,Corporate Auto,SUV,YG11074,Arizona,4794.931261,Bachelor,F,46143,122,0,Personal Auto,223.028356,SUV
AZ74055,Oregon,M,High School or Below,411557.74%,52405.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4,QZ58370,Nevada,F,Bachelor,1182010.98%,86801.0,98.0,1/0/00,371.108203,Personal Auto,Four-Door Car,HW65139,California,26730.06042,Doctor,M,21275,240,0,Personal Auto,1152.0,Luxury SUV
XS76911,Arizona,F,High School or Below,502963.88%,0.0,133.0,1/0/00,Personal Auto,Sports Car,795.864079,RF44930,California,M,College,496463.15%,52679.0,62.0,1/0/00,117.998498,Personal Auto,Four-Door Car,BT49333,Arizona,4260.765808,High School or Below,M,47746,106,0,Personal Auto,246.696768,SUV
AY40674,WA,F,Bachelor,482141.85%,26583.0,1005.0,1/4/00,Personal Auto,SUV,614.4,VJ44100,California,M,Master,912292.56%,90804.0,113.0,1/0/00,434.09776,Personal Auto,Sports Car,KN78424,California,15477.27854,College,M,51675,196,0,Corporate Auto,940.8,Sports Car
NA12740,Oregon,M,Master,500431.05%,25486.0,65.0,1/0/00,Special Auto,Two-Door Car,72.438681,KN13494,Washington,F,Master,518162.09%,97131.0,6464.0,1/0/00,307.2,Personal Auto,Four-Door Car,TH68648,California,5126.836814,College,M,85522,64,0,Personal Auto,165.002742,Four-Door Car
UA84837,Arizona,M,College,863005.39%,24065.0,111.0,1/0/00,Corporate Auto,Four-Door Car,532.8,NL80137,Oregon,F,College,346066.50%,14262.0,90.0,1/0/00,290.432527,Personal Auto,Four-Door Car,GZ22403,Oregon,4068.092649,High School or Below,M,0,63,4,Personal Auto,753.22565,Two-Door Car
DJ51510,Arizona,F,High School or Below,932208.51%,70435.0,116.0,1/0/00,Personal Auto,Four-Door Car,67.881546,NZ57065,Oregon,M,Bachelor,287298.08%,36844.0,73.0,1/0/00,283.966321,Personal Auto,Four-Door Car,NU26460,Oregon,17712.20524,College,F,0,84,0,Corporate Auto,633.294203,Four-Door Car
VM58985,Cali,M,College,1672756.06%,0.0,76.0,1/2/00,Personal Auto,Two-Door Car,402.636829,NM42917,Arizona,F,College,992787.77%,58703.0,127.0,1/2/00,227.916076,Personal Auto,SUV,PB21909,Oregon,9775.816061,Bachelor,M,55632,123,0,Personal Auto,478.609999,SUV
OH60605,Oregon,F,High School or Below,365253.24%,39679.0,92.0,1/0/00,Personal Auto,Two-Door Car,641.388616,RR68322,Nevada,M,High School or Below,348268.70%,65162.0,86.0,1/0/00,134.430084,Personal Auto,Four-Door Car,TA78865,Nevada,20534.39224,High School or Below,M,0,93,0,Special Auto,669.6,Four-Door Car
UO98052,Nevada,M,College,615860.12%,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,342.481173,OF78862,Oregon,F,College,399172.72%,54964.0,99.0,1/0/00,525.515271,Personal Auto,Four-Door Car,FP23103,Oregon,5800.188903,Bachelor,M,0,78,0,Special Auto,374.4,Two-Door Car
